date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,vix,benchmark_return,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,dip_dip_quality_score,dip_entry_timing_score,dip_momentum_divergence,dip_fundamental_strength,dip_expected_upside,dip_risk_reward_ratio,dip_dip_stage,dip_confidence,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,market_context,r_asre,r_asre_base,sigma_f,sigma_t,sigma_m,inv_vol_f,inv_vol_t,inv_vol_m,rating_velocity,rating_acceleration,accel_term,medallion_dip_dip_quality_score,medallion_dip_entry_timing_score,medallion_dip_momentum_divergence,medallion_dip_fundamental_strength,medallion_dip_expected_upside,medallion_dip_risk_reward_ratio,medallion_dip_dip_stage,medallion_dip_confidence,sma_200,trend_positive,allocation,prev_allocation,is_rebalance_date,position,entry_price,entry_date,position_high,exit_reason,trade_pnl,days_held,tax_applied,portfolio_value,cash,shares,net_return,cumulative_return,drawdown
2010-01-04,0.7639999985694885,0.7639999985694885,0.7961429953575134,0.7565709948539734,0.7931429743766785,172396000,NFLX,,,,,,,,,,,,,,,,,,20.040000915527344,0.01695979314647067,,-0.029224907107259335,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,,1.0,0.0
2010-01-05,0.7358570098876953,0.7358570098876953,0.7657139897346497,0.7258570194244385,0.7652860283851624,237531000,NFLX,,,,,,,,,,,,,,,,,,19.350000381469727,0.0026470962456217606,,-0.036836372689120545,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-06,0.761713981628418,0.761713981628418,0.7672860026359558,0.7197139859199524,0.7361429929733276,232904000,NFLX,,,,,,,,,,,,,,,,,,19.15999984741211,0.0007040555574093776,,0.03513858180771945,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-07,0.74857097864151,0.74857097864151,0.7757139801979065,0.7462859749794006,0.7731429934501648,99554000,NFLX,,,,,,,,,,,,,,,,,,19.059999465942383,0.0042212941763988265,,-0.017254511934795214,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-08,0.7614290118217468,0.7614290118217468,0.7742859721183777,0.7465710043907166,0.7498570084571838,81809000,NFLX,,,,,,,,,,,,,,,,,,18.1299991607666,0.003327762897745501,,0.01717677220611913,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-11,0.7604290246963501,0.7604290246963501,0.7704290151596069,0.7528570294380188,0.765999972820282,67837000,NFLX,,,,,,,,,,,,,,,,,,17.549999237060547,0.001396558108890389,,-0.0013133031574462661,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-12,0.7481430172920227,0.7481430172920227,0.7582859992980957,0.7451429963111877,0.7528570294380188,63301000,NFLX,,,,,,,,,,,,,,,,,,18.25,-0.009326241292745063,,-0.016156678671271574,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-13,0.7708569765090942,0.7708569765090942,0.7754290103912354,0.755856990814209,0.7612860202789307,144221000,NFLX,,,,,,,,,,,,,,,,,,17.850000381469727,0.008446234854316614,,0.030360450732116684,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-14,0.7284290194511414,0.7284290194511414,0.7575709819793701,0.7269999980926514,0.7518569827079773,176855000,NFLX,,,,,,,,,,,,,,,,,,17.6299991607666,0.0027045677121395606,,-0.055039985822132986,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
2010-01-15,0.7278569936752319,0.7278569936752319,0.7407140135765076,0.723285973072052,0.7245709896087646,130312000,NFLX,,,,,,,,,,,,,,,,,,17.90999984741211,-0.011224231376507299,,-0.0007852869128421869,1.0,40.0,,50.0,,,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,False,,47.87531831733605,45.915354332796,49.835282301876106,1.001,42.87531831733605,,,0.4525914321110126,0.24800481721998338,0.299403750669004,0.13850002288818358,-0.06041496235308191,30.05697815576847,False,False,"📊 BALANCED SCENARIO
Components aligned: F=40%, T=5%, M=79%",,,0.0,38.07295578264312,31.12322325198088,inf,0.02626536289194244,0.03213034819381549,0.0,0.0,0.0,0.0,21.41,73.59,35.0,7.5,0.42,LATE,54.37,,False,0.0,0.0,False,0.0,,,,,0.0,0,0.0,10000.0,10000.0,0.0,0.0,1.0,0.0
