date,adj_close,close,high,low,open,volume,ticker,revenue,net_income,eps,gross_profit,operating_income,ebitda,total_assets,total_debt,shareholders_equity,free_cash_flow,operating_cash_flow,announced_date,roe,de,revenue_growth_yoy,profit_margin,pe,benchmark_return,vix,sector_return,stock_return,sector_beta,f_score,t_score_raw_integral,t_score,m_score,m_score_adj,dip_dip_quality_score,dip_entry_timing_score,dip_momentum_divergence,dip_fundamental_strength,dip_expected_upside,dip_risk_reward_ratio,dip_dip_stage,dip_confidence,_fundamental_floor_violated,r_final,r_final_kalman,confidence_lower,confidence_upper,kalman_covariance,composite_base,regime_adjustment,weighted_scores,weight_f,weight_t,weight_m,vix_regime,corr_mt,component_variance,is_buy_dip,is_pump_risk,market_context,r_asre,r_asre_base,sigma_f,sigma_t,sigma_m,inv_vol_f,inv_vol_t,inv_vol_m,rating_velocity,rating_acceleration,accel_term,medallion_dip_dip_quality_score,medallion_dip_entry_timing_score,medallion_dip_momentum_divergence,medallion_dip_fundamental_strength,medallion_dip_expected_upside,medallion_dip_risk_reward_ratio,medallion_dip_dip_stage,medallion_dip_confidence
2025-03-03,1166.5906982421875,1171.25,1206.449951171875,1156.0,1204.0,17944938,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,21.373175182481752,-0.00024400049223838316,13.760000228881836,-0.00024400049223838316,-0.02403964350707677,1.0625141195841181,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,63.833173886004516,67.02221456003105,0.6618566601449305,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
2025-03-04,1157.2779541015625,1161.9000244140625,1174.0,1159.550048828125,1162.199951171875,11377373,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,21.20255519003764,-0.0016569416451024388,13.829999923706055,-0.0016569416451024388,-0.00798290338180363,1.0604715017866932,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,64.01074058677261,66.84464785926295,0.5226549862912762,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
2025-03-05,1170.9234619140625,1175.5999755859375,1183.0,1157.0,1161.0,8664095,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,21.45255429901346,0.011531695069225467,13.670000076293945,0.011531695069225467,0.011790989658326145,1.0609342745658976,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,64.1079997705327,66.74738867550286,0.4533677254426972,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
2025-03-06,1204.7882080078125,1209.5999755859375,1213.949951171875,1185.1500244140625,1197.0,14468014,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,22.072992255217837,0.009284847776867,13.729999542236328,0.009284847776867,0.028921402437979582,1.121680264797354,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,64.16411505522227,66.6912733908133,0.4156317659024911,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
2025-03-07,1244.828369140625,1249.800048828125,1254.800048828125,1212.0,1216.0,16474965,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,22.80657023408987,0.00034601398645017767,13.470000267028809,0.00034601398645017767,0.03323418820566215,1.1313246117039648,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,64.19732901938599,66.65805942664957,0.39406866114325845,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
2025-03-10,1233.4736328125,1238.4000244140625,1258.0,1235.4000244140625,1245.0,11931051,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,22.598540591497493,-0.004088203913091726,13.989999771118164,-0.004088203913091726,-0.009121478611520129,1.1466816522335694,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,64.21725519159111,66.63813325444445,0.3814078758070359,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
2025-03-11,1242.3382568359375,1247.300048828125,1249.5,1229.75,1240.0,10089838,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,22.76094979613367,0.0016740474556060647,14.069999694824219,0.0016740474556060647,0.007186712078977475,1.1498084928614811,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,64.22929958755316,66.6260888584824,0.37385529022823066,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
2025-03-12,1252.0494384765625,1257.050048828125,1263.0,1244.0,1258.0,11977555,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,22.938869504162867,-0.0012179087892316698,13.6899995803833,-0.0012179087892316698,0.007816884164448146,1.1349226396530925,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,64.23661128586676,66.6187771601688,0.36930724222002015,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
2025-03-13,1242.9359130859375,1247.9000244140625,1264.1500244140625,1243.8499755859375,1260.050048828125,9505270,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,22.77189825573107,-0.003262089461738671,13.279999732971191,-0.003262089461738671,-0.0072789658793558365,1.152434945278127,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,64.24106119944673,66.61432724658883,0.36655291605466656,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
2025-03-17,1233.9217529296875,1238.8499755859375,1257.4000244140625,1233.0999755859375,1242.1500244140625,16640917,RELIANCE.NS,2399860000000.0,185400000000.0,13.7,738460000000.0,306080000000.0,348220000000.0,0.0,0.0,0.0,0.0,0.0,2025-02-09,15.0,0.5,10.0,7.725450651287992,22.60675137930543,0.004980568336268254,13.420000076293945,0.004980568336268254,-0.007252222654915319,1.1045118098069324,70.0,,50.0,,,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09,False,65.42769422301778,65.42769422301778,64.24377351847117,66.61161492756439,0.3648791514055256,65.42769422301778,0.0,59.96087456808861,0.3940633819517298,0.30516007925123456,0.30077653879703564,-0.3150000095367432,0.14364724458568467,27.646575039403217,True,False,"🎯 HIGH QUALITY DIP (Score: 100/100)
Stage: EARLY - Excellent entry timing
F=74%, T=13%, M=18%
Expected upside: 10.6% | R/R: 2.11",85.02630566899045,85.02630566899045,0.7825928937197859,35.356831525502564,28.6501972313267,1.2778035783673478,0.028283077324921184,0.03490377367826913,0.0,0.0,0.0,100.0,98.64,4.44,90.0,10.55,2.11,EARLY,78.09
